 Date ,Open ,High ,Low ,Close ,Change (Pips) ,Change (%)
"Nov 12, 2014 16:00 ",1166.62 ,1166.8 ,1163.89 ,1165.26 ,-136.0 ,-0.12%
"Nov 12, 2014 15:00 ",1163.26 ,1170.13 ,1163.09 ,1166.66 ,+340.0 ,+0.29%
"Nov 12, 2014 14:00 ",1163.32 ,1163.99 ,1161.4 ,1163.26 ,-6.0 ,-0.01%
"Nov 12, 2014 13:00 ",1163.32 ,1166.01 ,1162.9 ,1163.34 ,+2.0 ,+0.00%
"Nov 12, 2014 12:00 ",1163.51 ,1164.16 ,1163.1 ,1163.4 ,-11.0 ,-0.01%
"Nov 12, 2014 11:00 ",1165.13 ,1165.17 ,1162.61 ,1163.52 ,-161.0 ,-0.14%
"Nov 12, 2014 10:00 ",1166.21 ,1166.29 ,1163.73 ,1165.07 ,-114.0 ,-0.10%
"Nov 12, 2014 09:00 ",1167.14 ,1168.67 ,1166.21 ,1166.21 ,-93.0 ,-0.08%
"Nov 12, 2014 08:00 ",1167.07 ,1169.07 ,1166.73 ,1167.14 ,+7.0 ,+0.01%
"Nov 12, 2014 07:00 ",1164.49 ,1167.13 ,1164.29 ,1167.1 ,+261.0 ,+0.22%
"Nov 12, 2014 06:00 ",1163.28 ,1164.88 ,1162.92 ,1164.5 ,+122.0 ,+0.10%
"Nov 12, 2014 05:00 ",1164.79 ,1165.18 ,1163.17 ,1163.29 ,-150.0 ,-0.13%
"Nov 12, 2014 04:00 ",1162.47 ,1166.45 ,1162.38 ,1164.88 ,+241.0 ,+0.21%
"Nov 12, 2014 03:00 ",1161.87 ,1163.13 ,1160.44 ,1162.38 ,+51.0 ,+0.04%
"Nov 12, 2014 02:00 ",1161.73 ,1163.31 ,1160.94 ,1161.88 ,+15.0 ,+0.01%
"Nov 12, 2014 01:00 ",1164.28 ,1165.11 ,1161.18 ,1161.74 ,-254.0 ,-0.22%
"Nov 11, 2014 23:00 ",1165.84 ,1165.9 ,1163.84 ,1163.84 ,-200.0 ,-0.17%
"Nov 11, 2014 22:00 ",1168.46 ,1169.34 ,1165.64 ,1165.87 ,-259.0 ,-0.22%
"Nov 11, 2014 21:00 ",1164.59 ,1173.22 ,1164.59 ,1168.44 ,+385.0 ,+0.33%
"Nov 11, 2014 20:00 ",1162.35 ,1165.95 ,1161.5 ,1164.6 ,+225.0 ,+0.19%
"Nov 11, 2014 19:00 ",1163.29 ,1166.54 ,1160.22 ,1162.33 ,-96.0 ,-0.08%
"Nov 11, 2014 18:00 ",1154.66 ,1166.35 ,1154.13 ,1163.3 ,+864.0 ,+0.74%
"Nov 11, 2014 17:00 ",1156.62 ,1156.99 ,1153.59 ,1154.65 ,-197.0 ,-0.17%
"Nov 11, 2014 16:00 ",1155.22 ,1158.37 ,1155.02 ,1156.59 ,+137.0 ,+0.12%
"Nov 11, 2014 15:00 ",1153.83 ,1157.42 ,1152.59 ,1155.22 ,+139.0 ,+0.12%
"Nov 11, 2014 14:00 ",1155.89 ,1157.11 ,1153.51 ,1153.82 ,-207.0 ,-0.18%
"Nov 11, 2014 13:00 ",1151.35 ,1158.41 ,1151.35 ,1155.76 ,+441.0 ,+0.38%
"Nov 11, 2014 12:00 ",1152.17 ,1152.86 ,1150.49 ,1151.35 ,-82.0 ,-0.07%
"Nov 11, 2014 11:00 ",1149.75 ,1152.79 ,1149.75 ,1152.09 ,+234.0 ,+0.20%
"Nov 11, 2014 10:00 ",1150.25 ,1151.33 ,1147.21 ,1149.63 ,-62.0 ,-0.05%
"Nov 11, 2014 09:00 ",1150.54 ,1153.88 ,1149.72 ,1150.26 ,-28.0 ,-0.02%
"Nov 11, 2014 08:00 ",1151.66 ,1152.86 ,1150.38 ,1150.54 ,-112.0 ,-0.10%
"Nov 11, 2014 07:00 ",1147.8 ,1151.82 ,1146.1 ,1151.62 ,+382.0 ,+0.33%
"Nov 11, 2014 06:00 ",1151.87 ,1152.97 ,1147.77 ,1147.78 ,-409.0 ,-0.36%
"Nov 11, 2014 05:00 ",1155.07 ,1155.3 ,1151.57 ,1151.58 ,-349.0 ,-0.30%
"Nov 11, 2014 04:00 ",1155.58 ,1155.97 ,1154.28 ,1155.1 ,-48.0 ,-0.04%
"Nov 11, 2014 03:00 ",1154.72 ,1157.29 ,1154.49 ,1155.58 ,+86.0 ,+0.07%
"Nov 11, 2014 02:00 ",1155.32 ,1155.96 ,1153.77 ,1154.73 ,-59.0 ,-0.05%
"Nov 11, 2014 01:00 ",1151.9 ,1155.39 ,1150.84 ,1155.34 ,+344.0 ,+0.30%
"Nov 10, 2014 23:00 ",1149.04 ,1153.11 ,1149.02 ,1151.37 ,+233.0 ,+0.20%
"Nov 10, 2014 22:00 ",1151.38 ,1152.51 ,1147.3 ,1149.07 ,-231.0 ,-0.20%
