 Date ,Open ,High ,Low ,Close ,Change (Pips) ,Change (%),,OH diff,OL diff.,OC diff,Max,Min,Avg. Max.,2.0998811096
Aug 25, 2014 14:00 ,1277.99,1279.3,1277.94,1278.41,4.2,+0.03%,1.31,0.05,0.42,1.31,0.05,,
Aug 25, 2014 13:00 ,1278.09,1278.49,1276.69,1277.94,-1.5,-0.01%,0.4,1.4,-0.15,1.4,0.4,,
Aug 25, 2014 12:00 ,1276.89,1278.34,1276.51,1277.99,11,+0.09%,1.45,0.38,1.1,1.45,0.38,,
Aug 25, 2014 11:00 ,1276.36,1278.04,1276.19,1276.89,5.3,+0.04%,1.68,0.17,0.53,1.68,0.17,,
Aug 25, 2014 10:00 ,1277.39,1277.64,1275.6,1276.41,-9.8,-0.08%,0.25,1.79,-0.98,1.79,0.25,,
Aug 25, 2014 09:00 ,1278.09,1278.09,1276.69,1277.38,-7.1,-0.06%,0,1.4,-0.71,1.4,0,,
Aug 25, 2014 08:00 ,1276.84,1278.09,1276.69,1278.09,12.5,+0.10%,1.25,0.15,1.25,1.25,0.15,,
Aug 25, 2014 07:00 ,1278.04,1278.24,1276.89,1276.99,-10.5,-0.08%,0.2,1.15,-1.05,1.15,0.2,,
Aug 25, 2014 06:00 ,1278.55,1278.98,1278.24,1278.54,-0.1,+0.00%,0.43,0.31,-0.01,0.43,0.31,,
Aug 25, 2014 05:00 ,1279.04,1279.23,1277.1,1278.54,-5,-0.04%,0.19,1.94,-0.5,1.94,0.19,,
Aug 25, 2014 04:00 ,1277.19,1280.74,1276.54,1279.24,20.5,+0.16%,3.55,0.65,2.05,3.55,0.65,,
Aug 25, 2014 03:00 ,1276.74,1280.65,1276.74,1277.84,11,+0.09%,3.91,0,1.1,3.91,0,,
Aug 25, 2014 02:00 ,1276.14,1281.04,1274.79,1276.74,6,+0.05%,4.9,1.35,0.6,4.9,1.35,,
Aug 25, 2014 01:00 ,1279.14,1279.14,1272.53,1275.99,-31.5,-0.25%,0,6.61,-3.15,6.61,0,,
Aug 22, 2014 23:00 ,1280.47,1280.87,1279.72,1280,-4.7,-0.04%,0.4,0.75,-0.47,0.75,0.4,,
Aug 22, 2014 22:00 ,1280.28,1281.22,1279.97,1280.49,2.1,+0.02%,0.94,0.31,0.21,0.94,0.31,,
Aug 22, 2014 21:00 ,1280.29,1281.2,1280.08,1280.28,-0.1,+0.00%,0.91,0.21,-0.01,0.91,0.21,,
Aug 22, 2014 20:00 ,1278.99,1280.59,1278.89,1280.29,13,+0.10%,1.6,0.1,1.3,1.6,0.1,,
Aug 22, 2014 19:00 ,1281.01,1281.79,1278.39,1278.99,-20.2,-0.16%,0.78,2.62,-2.02,2.62,0.78,,
Aug 22, 2014 18:00 ,1277.38,1281.64,1277.29,1281.06,36.8,+0.29%,4.26,0.09,3.68,4.26,0.09,,
Aug 22, 2014 17:00 ,1278.08,1280.78,1274.14,1277.34,-7.4,-0.06%,2.7,3.94,-0.74,3.94,2.7,,
Aug 22, 2014 16:00 ,1277.81,1279.48,1277.6,1278.18,3.7,+0.03%,1.67,0.21,0.37,1.67,0.21,,
Aug 22, 2014 15:00 ,1278.38,1279.61,1277.46,1277.86,-5.2,-0.04%,1.23,0.92,-0.52,1.23,0.92,,
Aug 22, 2014 14:00 ,1280.89,1281.19,1278.27,1278.43,-24.6,-0.19%,0.3,2.62,-2.46,2.62,0.3,,
Aug 22, 2014 13:00 ,1281.25,1282.99,1280.8,1280.9,-3.5,-0.03%,1.74,0.45,-0.35,1.74,0.45,,
Aug 22, 2014 12:00 ,1280.99,1281.8,1280.63,1281.25,2.6,+0.02%,0.81,0.36,0.26,0.81,0.36,,
Aug 22, 2014 11:00 ,1279.74,1281.79,1279.3,1281.09,13.5,+0.11%,2.05,0.44,1.35,2.05,0.44,,
Aug 22, 2014 10:00 ,1279.8,1280.08,1279.11,1279.74,-0.6,+0.00%,0.28,0.69,-0.06,0.69,0.28,,
Aug 22, 2014 09:00 ,1280.29,1280.89,1279.08,1279.7,-5.9,-0.05%,0.6,1.21,-0.59,1.21,0.6,,
Aug 22, 2014 08:00 ,1279.29,1280.65,1278.99,1280.39,11,+0.09%,1.36,0.3,1.1,1.36,0.3,,
Aug 22, 2014 07:00 ,1279.41,1279.69,1278.6,1279.23,-1.8,-0.01%,0.28,0.81,-0.18,0.81,0.28,,
Aug 22, 2014 06:00 ,1278.79,1279.34,1278.34,1279.24,4.5,+0.04%,0.55,0.45,0.45,0.55,0.45,,
Aug 22, 2014 05:00 ,1278.09,1278.94,1277.79,1278.79,7,+0.05%,0.85,0.3,0.7,0.85,0.3,,
Aug 22, 2014 04:00 ,1276.95,1278.14,1276.44,1278.14,11.9,+0.09%,1.19,0.51,1.19,1.19,0.51,,
Aug 22, 2014 03:00 ,1277.71,1278.19,1276.88,1277.09,-6.2,-0.05%,0.48,0.83,-0.62,0.83,0.48,,
Aug 22, 2014 02:00 ,1276.79,1277.71,1276.79,1277.69,9,+0.07%,0.92,0,0.9,0.92,0,,
Aug 22, 2014 01:00 ,1277,1277.59,1276.74,1276.79,-2.1,-0.02%,0.59,0.26,-0.21,0.59,0.26,,
Aug 21, 2014 23:00 ,1277.21,1277.74,1275.95,1275.95,-12.6,-0.10%,0.53,1.26,-1.26,1.26,0.53,,
Aug 21, 2014 22:00 ,1276.25,1278.74,1276.25,1277.15,9,+0.07%,2.49,0,0.9,2.49,0,,
Aug 21, 2014 21:00 ,1275.35,1276.47,1275.13,1276.17,8.2,+0.06%,1.12,0.22,0.82,1.12,0.22,,
Aug 21, 2014 20:00 ,1274.79,1275.6,1272.89,1275.34,5.5,+0.04%,0.81,1.9,0.55,1.9,0.81,,
Aug 21, 2014 19:00 ,1276.56,1276.76,1274.57,1274.79,-17.7,-0.14%,0.2,1.99,-1.77,1.99,0.2,,
Aug 21, 2014 18:00 ,1278.54,1278.54,1276.2,1276.51,-20.3,-0.16%,0,2.34,-2.03,2.34,0,,
Aug 21, 2014 17:00 ,1276.38,1280.9,1274.6,1278.54,21.6,+0.17%,4.52,1.78,2.16,4.52,1.78,,
Aug 21, 2014 16:00 ,1275.1,1278.01,1274.69,1276.34,12.4,+0.10%,2.91,0.41,1.24,2.91,0.41,,
Aug 21, 2014 15:00 ,1279.09,1280.24,1273.71,1275.1,-39.9,-0.31%,1.15,5.38,-3.99,5.38,1.15,,
Aug 21, 2014 14:00 ,1281.24,1281.79,1279.09,1279.15,-20.9,-0.16%,0.55,2.15,-2.09,2.15,0.55,,
Aug 21, 2014 13:00 ,1280.62,1283.23,1280.15,1281.24,6.2,+0.05%,2.61,0.47,0.62,2.61,0.47,,
Aug 21, 2014 12:00 ,1280.84,1280.99,1279.72,1280.62,-2.2,-0.02%,0.15,1.12,-0.22,1.12,0.15,,
Aug 21, 2014 11:00 ,1280.09,1282.19,1279.84,1280.89,8,+0.06%,2.1,0.25,0.8,2.1,0.25,,
Aug 21, 2014 10:00 ,1279.04,1281.29,1278.31,1280.29,12.5,+0.10%,2.25,0.73,1.25,2.25,0.73,,
Aug 21, 2014 09:00 ,1285.85,1285.86,1274.43,1279.07,-67.8,-0.53%,0.01,11.42,-6.78,11.42,0.01,,
Aug 21, 2014 08:00 ,1285.88,1286.34,1284.59,1285.94,0.6,+0.00%,0.46,1.29,0.06,1.29,0.46,,
Aug 21, 2014 07:00 ,1287.13,1287.44,1285.86,1285.89,-12.4,-0.10%,0.31,1.27,-1.24,1.27,0.31,,
Aug 21, 2014 06:00 ,1288.94,1288.94,1284.88,1287.14,-18,-0.14%,0,4.06,-1.8,4.06,0,,
Aug 21, 2014 05:00 ,1289.54,1289.69,1288.89,1288.99,-5.5,-0.04%,0.15,0.65,-0.55,0.65,0.15,,
Aug 21, 2014 04:00 ,1289.91,1290.44,1288.66,1289.69,-2.2,-0.02%,0.53,1.25,-0.22,1.25,0.53,,
Aug 21, 2014 03:00 ,1290.07,1290.54,1289.55,1289.91,-1.6,-0.01%,0.47,0.52,-0.16,0.52,0.47,,
Aug 21, 2014 02:00 ,1290.59,1290.86,1289.84,1290.16,-4.3,-0.03%,0.27,0.75,-0.43,0.75,0.27,,
Aug 21, 2014 01:00 ,1290.54,1291.01,1290.52,1290.59,0.5,+0.00%,0.47,0.02,0.05,0.47,0.02,,
Aug 20, 2014 23:00 ,1291.24,1291.93,1290.84,1291.58,3.4,+0.03%,0.69,0.4,0.34,0.69,0.4,,
Aug 20, 2014 22:00 ,1290.2,1291.55,1289.74,1291.24,10.4,+0.08%,1.35,0.46,1.04,1.35,0.46,,
Aug 20, 2014 21:00 ,1294.79,1294.83,1287.81,1290.14,-46.5,-0.36%,0.04,6.98,-4.65,6.98,0.04,,
Aug 20, 2014 20:00 ,1293,1295.44,1292.75,1294.94,19.4,+0.15%,2.44,0.25,1.94,2.44,0.25,,
Aug 20, 2014 19:00 ,1294.16,1294.29,1292.93,1293.02,-11.4,-0.09%,0.13,1.23,-1.14,1.23,0.13,,
Aug 20, 2014 18:00 ,1293.44,1294.34,1292.74,1294.14,7,+0.05%,0.9,0.7,0.7,0.9,0.7,,
Aug 20, 2014 17:00 ,1295.87,1296.17,1292.59,1293.44,-24.3,-0.19%,0.3,3.28,-2.43,3.28,0.3,,
Aug 20, 2014 16:00 ,1295.29,1297.29,1295.27,1295.82,5.3,+0.04%,2,0.02,0.53,2,0.02,,
Aug 20, 2014 15:00 ,1294.62,1297.88,1294.39,1295.29,6.7,+0.05%,3.26,0.23,0.67,3.26,0.23,,
Aug 20, 2014 14:00 ,1297.24,1297.69,1294.45,1294.74,-25,-0.19%,0.45,2.79,-2.5,2.79,0.45,,
Aug 20, 2014 13:00 ,1294.68,1294.73,1291.7,1293.89,-7.9,-0.06%,0.05,2.98,-0.79,2.98,0.05,,
Aug 20, 2014 12:00 ,1294.24,1294.73,1293.97,1294.53,2.9,+0.02%,0.49,0.27,0.29,0.49,0.27,,
Aug 20, 2014 11:00 ,1293.69,1294.64,1292.84,1294.19,5,+0.04%,0.95,0.85,0.5,0.95,0.85,,
Aug 20, 2014 10:00 ,1295.97,1295.97,1292.59,1293.71,-22.6,-0.17%,0,3.38,-2.26,3.38,0,,
Aug 20, 2014 09:00 ,1296.04,1296.54,1295.09,1295.99,-0.5,+0.00%,0.5,0.95,-0.05,0.95,0.5,,
Aug 20, 2014 08:00 ,1294.69,1296.24,1294.43,1296.04,13.5,+0.10%,1.55,0.26,1.35,1.55,0.26,,
Aug 20, 2014 07:00 ,1295.24,1295.52,1294.23,1294.64,-6,-0.05%,0.28,1.01,-0.6,1.01,0.28,,
Aug 20, 2014 06:00 ,1296.14,1296.44,1294.89,1295.24,-9,-0.07%,0.3,1.25,-0.9,1.25,0.3,,
Aug 20, 2014 05:00 ,1296.49,1296.84,1295.99,1296.14,-3.5,-0.03%,0.35,0.5,-0.35,0.5,0.35,,
Aug 20, 2014 04:00 ,1295.99,1296.54,1295.51,1296.44,4.5,+0.03%,0.55,0.48,0.45,0.55,0.48,,
Aug 20, 2014 03:00 ,1294.71,1296.09,1294.17,1296.09,13.8,+0.11%,1.38,0.54,1.38,1.38,0.54,,
Aug 20, 2014 02:00 ,1295.54,1295.64,1294.74,1294.74,-8,-0.06%,0.1,0.8,-0.8,0.8,0.1,,
Aug 20, 2014 01:00 ,1295.88,1295.94,1295.39,1295.59,-2.9,-0.02%,0.06,0.49,-0.29,0.49,0.06,,
Aug 19, 2014 23:00 ,1296.04,1296.09,1294.89,1294.94,-11,-0.08%,0.05,1.15,-1.1,1.15,0.05,,
Aug 19, 2014 22:00 ,1295.03,1296.39,1294.09,1295.95,9.2,+0.07%,1.36,0.94,0.92,1.36,0.94,,
Aug 19, 2014 21:00 ,1296.17,1296.43,1294.79,1294.99,-11.8,-0.09%,0.26,1.38,-1.18,1.38,0.26,,
Aug 19, 2014 20:00 ,1295.84,1296.34,1295.03,1296.15,3.1,+0.02%,0.5,0.81,0.31,0.81,0.5,,
Aug 19, 2014 19:00 ,1294.69,1296.49,1294.49,1295.84,11.5,+0.09%,1.8,0.2,1.15,1.8,0.2,,
Aug 19, 2014 18:00 ,1295.39,1296.03,1293.84,1294.67,-7.2,-0.06%,0.64,1.55,-0.72,1.55,0.64,,
Aug 19, 2014 17:00 ,1295.19,1297.24,1294.39,1295.39,2,+0.02%,2.05,0.8,0.2,2.05,0.8,,
Aug 19, 2014 16:00 ,1298.25,1300.14,1295.05,1295.27,-29.8,-0.23%,1.89,3.2,-2.98,3.2,1.89,,
Aug 19, 2014 15:00 ,1300.94,1301.64,1297.35,1298.24,-27,-0.21%,0.7,3.59,-2.7,3.59,0.7,,
Aug 19, 2014 14:00 ,1300.23,1302.26,1300.07,1300.94,7.1,+0.05%,2.03,0.16,0.71,2.03,0.16,,
Aug 19, 2014 13:00 ,1299.94,1300.54,1299.63,1300.24,3,+0.02%,0.6,0.31,0.3,0.6,0.31,,
Aug 19, 2014 12:00 ,1300.97,1301.01,1299.8,1299.86,-11.1,-0.09%,0.04,1.17,-1.11,1.17,0.04,,
Aug 19, 2014 11:00 ,1299.32,1300.99,1299.21,1300.89,15.7,+0.12%,1.67,0.11,1.57,1.67,0.11,,
Aug 19, 2014 10:00 ,1299.34,1300.19,1298.84,1299.35,0.1,+0.00%,0.85,0.5,0.01,0.85,0.5,,
Aug 19, 2014 09:00 ,1299.79,1300.04,1298.76,1299.34,-4.5,-0.03%,0.25,1.03,-0.45,1.03,0.25,,
Aug 19, 2014 08:00 ,1299.8,1300.49,1299.58,1299.7,-1,-0.01%,0.69,0.22,-0.1,0.69,0.22,,
Aug 19, 2014 07:00 ,1300.04,1300.34,1299.34,1299.69,-3.5,-0.03%,0.3,0.7,-0.35,0.7,0.3,,
Aug 19, 2014 06:00 ,1298.94,1300.14,1298.34,1300.04,11,+0.08%,1.2,0.6,1.1,1.2,0.6,,
Aug 19, 2014 05:00 ,1299.14,1299.54,1298.64,1298.99,-1.5,-0.01%,0.4,0.5,-0.15,0.5,0.4,,
Aug 19, 2014 04:00 ,1298.19,1299.69,1298.09,1299.14,9.5,+0.07%,1.5,0.1,0.95,1.5,0.1,,
Aug 19, 2014 03:00 ,1298.26,1298.35,1297.49,1298.19,-0.7,-0.01%,0.09,0.77,-0.07,0.77,0.09,,
Aug 19, 2014 02:00 ,1298.14,1298.57,1297.75,1298.02,-1.2,-0.01%,0.43,0.39,-0.12,0.43,0.39,,
Aug 19, 2014 01:00 ,1297.77,1298.71,1297.54,1298.2,4.3,+0.03%,0.94,0.23,0.43,0.94,0.23,,
Aug 18, 2014 23:00 ,1298.76,1299.36,1297.6,1297.6,-11.6,-0.09%,0.6,1.16,-1.16,1.16,0.6,,
Aug 18, 2014 22:00 ,1299.06,1299.26,1298.17,1298.76,-3,-0.02%,0.2,0.89,-0.3,0.89,0.2,,
Aug 18, 2014 21:00 ,1297.27,1299.89,1297.27,1299.06,17.9,+0.14%,2.62,0,1.79,2.62,0,,
Aug 18, 2014 20:00 ,1298.36,1298.67,1296.89,1297.34,-10.2,-0.08%,0.31,1.47,-1.02,1.47,0.31,,
Aug 18, 2014 19:00 ,1298.34,1299.27,1298.01,1298.36,0.2,+0.00%,0.93,0.33,0.02,0.93,0.33,,
Aug 18, 2014 18:00 ,1298.45,1299.73,1297.56,1298.34,-1.1,-0.01%,1.28,0.89,-0.11,1.28,0.89,,
Aug 18, 2014 17:00 ,1296.79,1299.68,1295.59,1298.49,17,+0.13%,2.89,1.2,1.7,2.89,1.2,,
Aug 18, 2014 16:00 ,1297.52,1298.04,1296.34,1296.84,-6.8,-0.05%,0.52,1.18,-0.68,1.18,0.52,,
Aug 18, 2014 15:00 ,1299.32,1301.32,1296.09,1297.64,-16.8,-0.13%,2,3.23,-1.68,3.23,2,,
Aug 18, 2014 14:00 ,1302.11,1302.7,1299.3,1299.3,-28.1,-0.22%,0.59,2.81,-2.81,2.81,0.59,,
Aug 18, 2014 13:00 ,1302.89,1303.06,1301.05,1302.14,-7.5,-0.06%,0.17,1.84,-0.75,1.84,0.17,,
Aug 18, 2014 12:00 ,1302.39,1303.69,1301.76,1302.89,5,+0.04%,1.3,0.63,0.5,1.3,0.63,,
Aug 18, 2014 11:00 ,1300.63,1302.59,1300.49,1302.34,17.1,+0.13%,1.96,0.14,1.71,1.96,0.14,,
Aug 18, 2014 10:00 ,1301.04,1301.59,1299.79,1300.59,-4.5,-0.03%,0.55,1.25,-0.45,1.25,0.55,,
Aug 18, 2014 09:00 ,1301.89,1301.9,1300.8,1301.04,-8.5,-0.07%,0.01,1.09,-0.85,1.09,0.01,,
Aug 18, 2014 08:00 ,1302.03,1302.09,1300.97,1301.85,-1.8,-0.01%,0.06,1.06,-0.18,1.06,0.06,,
Aug 18, 2014 07:00 ,1300.69,1302.17,1300.66,1301.99,13,+0.10%,1.48,0.03,1.3,1.48,0.03,,
Aug 18, 2014 06:00 ,1299.84,1300.75,1299.66,1300.74,9,+0.07%,0.91,0.18,0.9,0.91,0.18,,
Aug 18, 2014 05:00 ,1299.44,1300.27,1299.01,1299.89,4.5,+0.03%,0.83,0.43,0.45,0.83,0.43,,
Aug 18, 2014 04:00 ,1299.41,1299.84,1297.32,1299.34,-0.7,-0.01%,0.43,2.09,-0.07,2.09,0.43,,
Aug 18, 2014 03:00 ,1301.65,1301.73,1298.46,1299.31,-23.4,-0.18%,0.08,3.19,-2.34,3.19,0.08,,
Aug 18, 2014 02:00 ,1302.45,1302.67,1301.41,1301.71,-7.4,-0.06%,0.22,1.04,-0.74,1.04,0.22,,
Aug 18, 2014 01:00 ,1302.81,1302.95,1301.24,1302.45,-3.6,-0.03%,0.14,1.57,-0.36,1.57,0.14,,
Aug 15, 2014 23:00 ,1304.09,1304.92,1303.92,1304.68,5.9,+0.05%,0.83,0.17,0.59,0.83,0.17,,
Aug 15, 2014 22:00 ,1304.6,1306.35,1304.06,1304.19,-4.1,-0.03%,1.75,0.54,-0.41,1.75,0.54,,
Aug 15, 2014 21:00 ,1304.23,1305.35,1303.11,1304.59,3.6,+0.03%,1.12,1.12,0.36,1.12,1.12,,
Aug 15, 2014 20:00 ,1303.6,1305.47,1303.6,1304.21,6.1,+0.05%,1.87,0,0.61,1.87,0,,
Aug 15, 2014 19:00 ,1307.27,1310.14,1303.57,1303.67,-36,-0.28%,2.87,3.7,-3.6,3.7,2.87,,
Aug 15, 2014 18:00 ,1302.89,1308.31,1302.6,1307.24,43.5,+0.33%,5.42,0.29,4.35,5.42,0.29,,
Aug 15, 2014 17:00 ,1295.89,1306.91,1293.04,1302.94,70.5,+0.54%,11.02,2.85,7.05,11.02,2.85,,
Aug 15, 2014 16:00 ,1297.09,1297.09,1292.62,1295.79,-13,-0.10%,0,4.47,-1.3,4.47,0,,
Aug 15, 2014 15:00 ,1310.08,1310.08,1295.69,1297.14,-129.4,-1.00%,0,14.39,-12.94,14.39,0,,
Aug 15, 2014 14:00 ,1313.4,1313.56,1309.84,1310.11,-32.9,-0.25%,0.16,3.56,-3.29,3.56,0.16,,
Aug 15, 2014 13:00 ,1312.45,1313.72,1311.55,1313.39,9.4,+0.07%,1.27,0.9,0.94,1.27,0.9,,
Aug 15, 2014 12:00 ,1313.52,1315.11,1311.89,1312.45,-10.7,-0.08%,1.59,1.63,-1.07,1.63,1.59,,
Aug 15, 2014 11:00 ,1312.94,1313.9,1312.94,1313.47,5.3,+0.04%,0.96,0,0.53,0.96,0,,
Aug 15, 2014 10:00 ,1313.31,1313.64,1312.36,1313.04,-2.7,-0.02%,0.33,0.95,-0.27,0.95,0.33,,
Aug 15, 2014 09:00 ,1313.42,1313.99,1312.72,1313.23,-1.9,-0.01%,0.57,0.7,-0.19,0.7,0.57,,
Aug 15, 2014 08:00 ,1312.14,1313.64,1312.09,1313.43,12.9,+0.10%,1.5,0.05,1.29,1.5,0.05,,
Aug 15, 2014 07:00 ,1311.94,1312.42,1311.49,1312.09,1.5,+0.01%,0.48,0.45,0.15,0.48,0.45,,
Aug 15, 2014 06:00 ,1312.09,1312.4,1311.54,1311.94,-1.5,-0.01%,0.31,0.55,-0.15,0.55,0.31,,
Aug 15, 2014 05:00 ,1312.09,1312.18,1311.11,1312.02,-0.7,-0.01%,0.09,0.98,-0.07,0.98,0.09,,
Aug 15, 2014 04:00 ,1311.89,1312.59,1311.49,1312.09,2,+0.02%,0.7,0.4,0.2,0.7,0.4,,
Aug 15, 2014 03:00 ,1312.99,1313.04,1311.44,1311.94,-10.5,-0.08%,0.05,1.55,-1.05,1.55,0.05,,
Aug 15, 2014 02:00 ,1312.7,1313.19,1312.64,1312.99,2.9,+0.02%,0.49,0.06,0.29,0.49,0.06,,
Aug 15, 2014 01:00 ,1311.96,1312.86,1311.96,1312.59,6.3,+0.05%,0.9,0,0.63,0.9,0,,
